ID;FLAG_INTRUSO_DETECTADO;FLAG_IP_EXTRANJERA;MINUTOS_CONEXION;N_CONEXION_U3M
3884;0;0;10;15
3885;0;1;15;12
3886;0;0;12;10
3887;0;0;10;6
3888;1;1;8;10
3889;0;0;7;13
3890;1;1;11;2
3891;0;0;11;13
3892;1;0;8;15
3893;0;0;10;12
3894;0;0;14;6
3895;0;0;11;12
3896;0;0;8;8
3897;0;1;11;18
3898;1;0;7;10
3899;1;1;8;12
3900;0;0;8;15
3901;0;1;13;11
3902;0;0;14;9
3903;0;0;10;13
3904;0;0;9;7
3905;0;0;10;11
3906;1;1;10;3
3907;0;0;12;5
3908;0;0;14;18
3909;0;0;10;14
3910;0;0;14;1
3911;0;0;8;13
3912;0;1;9;16
3913;0;1;7;11
3914;0;0;15;15
3915;0;0;10;12
3916;1;0;10;18
3917;0;1;15;16
3918;0;0;12;19
3919;0;1;13;3
3920;0;0;15;12
3921;1;1;12;9
3922;0;1;8;18
3923;0;0;12;7
3924;0;0;10;5
3925;0;0;12;13
3926;1;1;10;19
3927;0;1;7;9
3928;0;0;8;6
3929;0;1;14;20
3930;1;1;14;0
3931;1;1;9;7
3932;0;1;8;17
3933;0;0;8;8
3934;0;0;12;14
3935;1;1;13;4
3936;1;0;12;16
3937;1;0;13;6
3938;1;0;8;9
3939;1;1;11;20
3940;0;0;7;15
3941;1;1;11;3
3942;0;0;7;13
3943;1;1;8;13
3944;0;1;13;13
3945;0;0;10;17
3946;1;1;9;14
3947;1;1;9;3
3948;0;0;11;15
3949;1;1;11;11
3950;0;0;7;1
3951;1;0;12;12
3952;0;1;12;3
3953;1;0;9;5
3954;0;0;12;5
3955;0;0;8;2
3956;0;0;12;2
3957;0;1;11;12
3958;0;0;12;5
3959;0;0;12;15
3960;0;1;9;4
3961;0;1;15;15
3962;1;0;13;8
3963;1;1;8;18
3964;0;0;15;13
3965;0;1;10;6
3966;0;0;14;3
3967;0;0;15;11
3968;1;1;7;13
3969;1;1;7;11
3970;1;0;12;6
3971;0;0;13;12
3972;0;0;15;2
3973;0;0;9;10
3974;0;0;12;11
3975;0;0;15;18
3976;0;0;8;14
3977;0;0;14;11
3978;1;1;12;1
3979;0;1;8;5
3980;0;0;11;9
3981;1;1;10;11
3982;0;1;13;18
3983;0;1;12;11
3984;0;0;10;15
3985;0;1;15;12
3986;0;0;12;10
3987;0;0;10;6
3988;1;1;8;10
3989;0;0;7;13
3990;1;1;11;2
3991;0;0;11;13
3992;1;0;8;15
3993;0;0;10;12
3994;0;0;14;6
3995;0;0;11;12
3996;0;0;8;8
3997;0;1;11;18
3998;1;0;7;10
3999;1;1;8;12
4000;0;0;8;15
4001;0;1;13;11
4002;0;0;14;9
4003;0;0;10;13
4004;0;0;9;7
4005;0;0;10;11
4006;1;1;10;3
4007;0;0;12;5
4008;0;0;14;18
4009;0;0;10;14
4010;0;0;14;1
4011;0;0;8;13
4012;0;1;9;16
4013;0;1;7;11
4014;0;0;15;15
4015;0;0;10;12
4016;1;0;10;18
4017;0;1;15;16
4018;0;0;12;19
4019;0;1;13;3
4020;0;0;15;12
4021;1;1;12;9
4022;0;1;8;18
4023;0;0;12;7
4024;0;0;10;5
4025;0;0;12;13
4026;1;1;10;19
4027;0;1;7;9
4028;0;0;8;6
4029;0;1;14;20
4030;1;1;14;0
4031;1;1;9;7
4032;0;1;8;17
4033;0;0;8;8
4034;0;0;12;14
4035;1;1;13;4
4036;1;0;12;16
4037;1;0;13;6
4038;1;0;8;9
4039;1;1;11;20
4040;0;0;7;15
4041;1;1;11;3
4042;0;0;7;13
4043;1;1;8;13
4044;0;1;13;13
4045;0;0;10;17
4046;1;1;9;14
4047;1;1;9;3
4048;0;0;11;15
4049;1;1;11;11
4050;0;0;7;1
4051;1;0;12;12
4052;0;1;12;3
4053;1;0;9;5
4054;0;0;12;5
4055;0;0;8;2
4056;0;0;12;2
4057;0;1;11;12
4058;0;0;12;5
4059;0;0;12;15
4060;0;1;9;4
4061;0;1;15;15
4062;1;0;13;8
4063;1;1;8;18
4064;0;0;15;13
4065;0;1;10;6
4066;0;0;14;3
4067;0;0;15;11
4068;1;1;7;13
4069;1;1;7;11
4070;1;0;12;6
4071;0;0;13;12
4072;0;0;15;2
4073;0;0;9;10
4074;0;0;12;11
4075;0;0;15;18
4076;0;0;8;14
4077;0;0;14;11
4078;1;1;12;1
4079;0;1;8;5
4080;0;0;11;9
4081;1;1;10;11
4082;0;1;13;18
4083;0;1;12;11
4084;0;0;10;15
4085;0;1;15;12
4086;0;0;12;10
4087;0;0;10;6
4088;1;1;8;10
4089;0;0;7;13
4090;1;1;11;2
4091;0;0;11;13
4092;1;0;8;15
4093;0;0;10;12
4094;0;0;14;6
4095;0;0;11;12
4096;0;0;8;8
4097;0;1;11;18
4098;1;0;7;10
4099;1;1;8;12
4100;0;0;8;15
4101;0;1;13;11
4102;0;0;14;9
4103;0;0;10;13
4104;0;0;9;7
4105;0;0;10;11
4106;1;1;10;3
4107;0;0;12;5
4108;0;0;14;18
4109;0;0;10;14
4110;0;0;14;1
4111;0;0;8;13
4112;0;1;9;16
4113;0;1;7;11
4114;0;0;15;15
4115;0;0;10;12
4116;1;0;10;18
4117;0;1;15;16
4118;0;0;12;19
4119;0;1;13;3
4120;0;0;15;12
4121;1;1;12;9
4122;0;1;8;18
4123;0;0;12;7
4124;0;0;10;5
4125;0;0;12;13
4126;1;1;10;19
4127;0;1;7;9
4128;0;0;8;6
4129;0;1;14;20
4130;1;1;14;0
4131;1;1;9;7
4132;0;1;8;17
4133;0;0;8;8
4134;0;0;12;14
4135;1;1;13;4
4136;1;0;12;16
4137;1;0;13;6
4138;1;0;8;9
4139;1;1;11;20
4140;0;0;7;15
4141;1;1;11;3
4142;0;0;7;13
4143;1;1;8;13
4144;0;1;13;13
4145;0;0;10;17
4146;1;1;9;14
4147;1;1;9;3
4148;0;0;11;15
4149;1;1;11;11
4150;0;0;7;1
4151;1;0;12;12
4152;0;1;12;3
4153;1;0;9;5
4154;0;0;12;5
4155;0;0;8;2
4156;0;0;12;2
4157;0;1;11;12
4158;0;0;12;5
4159;0;0;12;15
4160;0;1;9;4
4161;0;1;15;15
4162;1;0;13;8
4163;1;1;8;18
4164;0;0;15;13
4165;0;1;10;6
4166;0;0;14;3
4167;0;0;15;11
4168;1;1;7;13
4169;1;1;7;11
4170;1;0;12;6
4171;0;0;13;12
4172;0;0;15;2
4173;0;0;9;10
4174;0;0;12;11
4175;0;0;15;18
4176;0;0;8;14
4177;0;0;14;11
4178;1;1;12;1
4179;0;1;8;5
4180;0;0;11;9
4181;1;1;10;11
4182;0;1;13;18
4183;0;1;12;11
4184;0;0;10;15
4185;0;1;15;12
4186;0;0;12;10
4187;0;0;10;6
4188;1;1;8;10
4189;0;0;7;13
4190;1;1;11;2
4191;0;0;11;13
4192;1;0;8;15
4193;0;0;10;12
4194;0;0;14;6
4195;0;0;11;12
4196;0;0;8;8
4197;0;1;11;18
4198;1;0;7;10
4199;1;1;8;12
4200;0;0;8;15
4201;0;1;13;11
4202;0;0;14;9
4203;0;0;10;13
4204;0;0;9;7
4205;0;0;10;11
4206;1;1;10;3
4207;0;0;12;5
4208;0;0;14;18
4209;0;0;10;14
4210;0;0;14;1
4211;0;0;8;13
4212;0;1;9;16
4213;0;1;7;11
4214;0;0;15;15
4215;0;0;10;12
4216;1;0;10;18
4217;0;1;15;16
4218;0;0;12;19
4219;0;1;13;3
4220;0;0;15;12
4221;1;1;12;9
4222;0;1;8;18
4223;0;0;12;7
4224;0;0;10;5
4225;0;0;12;13
4226;1;1;10;19
4227;0;1;7;9
4228;0;0;8;6
4229;0;1;14;20
4230;1;1;14;0
4231;1;1;9;7
4232;0;1;8;17
4233;0;0;8;8
4234;0;0;12;14
4235;1;1;13;4
4236;1;0;12;16
4237;1;0;13;6
4238;1;0;8;9
4239;1;1;11;20
4240;0;0;7;15
4241;1;1;11;3
4242;0;0;7;13
4243;1;1;8;13
4244;0;1;13;13
4245;0;0;10;17
4246;1;1;9;14
4247;1;1;9;3
4248;0;0;11;15
4249;1;1;11;11
4250;0;0;7;1
4251;1;0;12;12
4252;0;1;12;3
4253;1;0;9;5
4254;0;0;12;5
4255;0;0;8;2
4256;0;0;12;2
4257;0;1;11;12
4258;0;0;12;5
4259;0;0;12;15
4260;0;1;9;4
4261;0;1;15;15
4262;1;0;13;8
4263;1;1;8;18
4264;0;0;15;13
4265;0;1;10;6
4266;0;0;14;3
4267;0;0;15;11
4268;1;1;7;13
4269;1;1;7;11
4270;1;0;12;6
4271;0;0;13;12
4272;0;0;15;2
4273;0;0;9;10
4274;0;0;12;11
4275;0;0;15;18
4276;0;0;8;14
4277;0;0;14;11
4278;1;1;12;1
4279;0;1;8;5
4280;0;0;11;9
4281;1;1;10;11
4282;0;1;13;18
4283;0;1;12;11
4284;0;0;10;15
4285;0;1;15;12
4286;0;0;12;10
4287;0;0;10;6
4288;1;1;8;10
4289;0;0;7;13
4290;1;1;11;2
4291;0;0;11;13
4292;1;0;8;15
4293;0;0;10;12
4294;0;0;14;6
4295;0;0;11;12
4296;0;0;8;8
4297;0;1;11;18
4298;1;0;7;10
4299;1;1;8;12
4300;0;0;8;15
4301;0;1;13;11
4302;0;0;14;9
4303;0;0;10;13
4304;0;0;9;7
4305;0;0;10;11
4306;1;1;10;3
4307;0;0;12;5
4308;0;0;14;18
4309;0;0;10;14
4310;0;0;14;1
4311;0;0;8;13
4312;0;1;9;16
4313;0;1;7;11
4314;0;0;15;15
4315;0;0;10;12
4316;1;0;10;18
4317;0;1;15;16
4318;0;0;12;19
4319;0;1;13;3
4320;0;0;15;12
4321;1;1;12;9
4322;0;1;8;18
4323;0;0;12;7
4324;0;0;10;5
4325;0;0;12;13
4326;1;1;10;19
4327;0;1;7;9
4328;0;0;8;6
4329;0;1;14;20
4330;1;1;14;0
4331;1;1;9;7
4332;0;1;8;17
4333;0;0;8;8
4334;0;0;12;14
4335;1;1;13;4
4336;1;0;12;16
4337;1;0;13;6
4338;1;0;8;9
4339;1;1;11;20
4340;0;0;7;15
4341;1;1;11;3
4342;0;0;7;13
4343;1;1;8;13
4344;0;1;13;13
4345;0;0;10;17
4346;1;1;9;14
4347;1;1;9;3
4348;0;0;11;15
4349;1;1;11;11
4350;0;0;7;1
4351;1;0;12;12
4352;0;1;12;3
4353;1;0;9;5
4354;0;0;12;5
4355;0;0;8;2
4356;0;0;12;2
4357;0;1;11;12
4358;0;0;12;5
4359;0;0;12;15
4360;0;1;9;4
4361;0;1;15;15
4362;1;0;13;8
4363;1;1;8;18
4364;0;0;15;13
4365;0;1;10;6
4366;0;0;14;3
4367;0;0;15;11
4368;1;1;7;13
4369;1;1;7;11
4370;1;0;12;6
4371;0;0;13;12
4372;0;0;15;2
4373;0;0;9;10
4374;0;0;12;11
4375;0;0;15;18
4376;0;0;8;14
4377;0;0;14;11
4378;1;1;12;1
4379;0;1;8;5
4380;0;0;11;9
4381;1;1;10;11
4382;0;1;13;18
4383;0;1;12;11
4384;0;0;10;15
4385;0;1;15;12
4386;0;0;12;10
4387;0;0;10;6
4388;1;1;8;10
4389;0;0;7;13
4390;1;1;11;2
4391;0;0;11;13
4392;1;0;8;15
4393;0;0;10;12
4394;0;0;14;6
4395;0;0;11;12
4396;0;0;8;8
4397;0;1;11;18
4398;1;0;7;10
4399;1;1;8;12
4400;0;0;8;15
4401;0;1;13;11
4402;0;0;14;9
4403;0;0;10;13
4404;0;0;9;7
4405;0;0;10;11
4406;1;1;10;3
4407;0;0;12;5
4408;0;0;14;18
4409;0;0;10;14
4410;0;0;14;1
4411;0;0;8;13
4412;0;1;9;16
4413;0;1;7;11
4414;0;0;15;15
4415;0;0;10;12
4416;1;0;10;18
4417;0;1;15;16
4418;0;0;12;19
4419;0;1;13;3
4420;0;0;15;12
4421;1;1;12;9
4422;0;1;8;18
4423;0;0;12;7
4424;0;0;10;5
4425;0;0;12;13
4426;1;1;10;19
4427;0;1;7;9
4428;0;0;8;6
4429;0;1;14;20
4430;1;1;14;0
4431;1;1;9;7
4432;0;1;8;17
4433;0;0;8;8
4434;0;0;12;14
4435;1;1;13;4
4436;1;0;12;16
4437;1;0;13;6
4438;1;0;8;9
4439;1;1;11;20
4440;0;0;7;15
4441;1;1;11;3
4442;0;0;7;13
4443;1;1;8;13
4444;0;1;13;13
4445;0;0;10;17
4446;1;1;9;14
4447;1;1;9;3
4448;0;0;11;15
4449;1;1;11;11
4450;0;0;7;1
4451;1;0;12;12
4452;0;1;12;3
4453;1;0;9;5
4454;0;0;12;5
4455;0;0;8;2
4456;0;0;12;2
4457;0;1;11;12
4458;0;0;12;5
4459;0;0;12;15
4460;0;1;9;4
4461;0;1;15;15
4462;1;0;13;8
4463;1;1;8;18
4464;0;0;15;13
4465;0;1;10;6
4466;0;0;14;3
4467;0;0;15;11
4468;1;1;7;13
4469;1;1;7;11
4470;1;0;12;6
4471;0;0;13;12
4472;0;0;15;2
4473;0;0;9;10
4474;0;0;12;11
4475;0;0;15;18
4476;0;0;8;14
4477;0;0;14;11
4478;1;1;12;1
4479;0;1;8;5
4480;0;0;11;9
4481;1;1;10;11
4482;0;1;13;18
4483;0;1;12;11
4484;0;0;10;15
4485;0;1;15;12
4486;0;0;12;10
4487;0;0;10;6
4488;1;1;8;10
4489;0;0;7;13
4490;1;1;11;2
4491;0;0;11;13
4492;1;0;8;15
4493;0;0;10;12
4494;0;0;14;6
4495;0;0;11;12
4496;0;0;8;8
4497;0;1;11;18
4498;1;0;7;10
4499;1;1;8;12
4500;0;0;8;15
4501;0;1;13;11
4502;0;0;14;9
4503;0;0;10;13
4504;0;0;9;7
4505;0;0;10;11
4506;1;1;10;3
4507;0;0;12;5
4508;0;0;14;18
4509;0;0;10;14
4510;0;0;14;1
4511;0;0;8;13
4512;0;1;9;16
4513;0;1;7;11
4514;0;0;15;15
4515;0;0;10;12
4516;1;0;10;18
4517;0;1;15;16
4518;0;0;12;19
4519;0;1;13;3
4520;0;0;15;12
4521;1;1;12;9
4522;0;1;8;18
4523;0;0;12;7
4524;0;0;10;5
4525;0;0;12;13
4526;1;1;10;19
4527;0;1;7;9
4528;0;0;8;6
4529;0;1;14;20
4530;1;1;14;0
4531;1;1;9;7
4532;0;1;8;17
4533;0;0;8;8
4534;0;0;12;14
4535;1;1;13;4
4536;1;0;12;16
4537;1;0;13;6
4538;1;0;8;9
4539;1;1;11;20
4540;0;0;7;15
4541;1;1;11;3
4542;0;0;7;13
4543;1;1;8;13
4544;0;1;13;13
4545;0;0;10;17
4546;1;1;9;14
4547;1;1;9;3
4548;0;0;11;15
4549;1;1;11;11
4550;0;0;7;1
4551;1;0;12;12
4552;0;1;12;3
4553;1;0;9;5
4554;0;0;12;5
4555;0;0;8;2
4556;0;0;12;2
4557;0;1;11;12
4558;0;0;12;5
4559;0;0;12;15
4560;0;1;9;4
4561;0;1;15;15
4562;1;0;13;8
4563;1;1;8;18
4564;0;0;15;13
4565;0;1;10;6
4566;0;0;14;3
4567;0;0;15;11
4568;1;1;7;13
4569;1;1;7;11
4570;1;0;12;6
4571;0;0;13;12
4572;0;0;15;2
4573;0;0;9;10
4574;0;0;12;11
4575;0;0;15;18
4576;0;0;8;14
4577;0;0;14;11
4578;1;1;12;1
4579;0;1;8;5
4580;0;0;11;9
4581;1;1;10;11
4582;0;1;13;18
4583;0;1;12;11
4584;0;0;10;15
4585;0;1;15;12
4586;0;0;12;10
4587;0;0;10;6
4588;1;1;8;10
4589;0;0;7;13
4590;1;1;11;2
4591;0;0;11;13
4592;1;0;8;15
4593;0;0;10;12
4594;0;0;14;6
4595;0;0;11;12
4596;0;0;8;8
4597;0;1;11;18
4598;1;0;7;10
4599;1;1;8;12
4600;0;0;8;15
4601;0;1;13;11
4602;0;0;14;9
4603;0;0;10;13
4604;0;0;9;7
4605;0;0;10;11
4606;1;1;10;3
4607;0;0;12;5
4608;0;0;14;18
4609;0;0;10;14
4610;0;0;14;1
4611;0;0;8;13
4612;0;1;9;16
4613;0;1;7;11
4614;0;0;15;15
4615;0;0;10;12
4616;1;0;10;18
4617;0;1;15;16
4618;0;0;12;19
4619;0;1;13;3
4620;0;0;15;12
4621;1;1;12;9
4622;0;1;8;18
4623;0;0;12;7
4624;0;0;10;5
4625;0;0;12;13
4626;1;1;10;19
4627;0;1;7;9
4628;0;0;8;6
4629;0;1;14;20
4630;1;1;14;0
4631;1;1;9;7
4632;0;1;8;17
4633;0;0;8;8
4634;0;0;12;14
4635;1;1;13;4
4636;1;0;12;16
4637;1;0;13;6
4638;1;0;8;9
4639;1;1;11;20
4640;0;0;7;15
4641;1;1;11;3
4642;0;0;7;13
4643;1;1;8;13
4644;0;1;13;13
4645;0;0;10;17
4646;1;1;9;14
4647;1;1;9;3
4648;0;0;11;15
4649;1;1;11;11
4650;0;0;7;1
4651;1;0;12;12
4652;0;1;12;3
4653;1;0;9;5
4654;0;0;12;5
4655;0;0;8;2
4656;0;0;12;2
4657;0;1;11;12
4658;0;0;12;5
4659;0;0;12;15
4660;0;1;9;4
4661;0;1;15;15
4662;1;0;13;8
4663;1;1;8;18
4664;0;0;15;13
4665;0;1;10;6
4666;0;0;14;3
4667;0;0;15;11
4668;1;1;7;13
4669;1;1;7;11
4670;1;0;12;6
4671;0;0;13;12
4672;0;0;15;2
4673;0;0;9;10
4674;0;0;12;11
4675;0;0;15;18
4676;0;0;8;14
4677;0;0;14;11
4678;1;1;12;1
4679;0;1;8;5
4680;0;0;11;9
4681;1;1;10;11
4682;0;1;13;18
4683;0;1;12;11
4684;0;0;10;15
4685;0;1;15;12
4686;0;0;12;10
4687;0;0;10;6
4688;1;1;8;10
4689;0;0;7;13
4690;1;1;11;2
4691;0;0;11;13
4692;1;0;8;15
4693;0;0;10;12
4694;0;0;14;6
4695;0;0;11;12
4696;0;0;8;8
4697;0;1;11;18
4698;1;0;7;10
4699;1;1;8;12
4700;0;0;8;15
4701;0;1;13;11
4702;0;0;14;9
4703;0;0;10;13
4704;0;0;9;7
4705;0;0;10;11
4706;1;1;10;3
4707;0;0;12;5
4708;0;0;14;18
4709;0;0;10;14
4710;0;0;14;1
4711;0;0;8;13
4712;0;1;9;16
4713;0;1;7;11
4714;0;0;15;15
4715;0;0;10;12
4716;1;0;10;18
4717;0;1;15;16
4718;0;0;12;19
4719;0;1;13;3
4720;0;0;15;12
4721;1;1;12;9
4722;0;1;8;18
4723;0;0;12;7
4724;0;0;10;5
4725;0;0;12;13
4726;1;1;10;19
4727;0;1;7;9
4728;0;0;8;6
4729;0;1;14;20
4730;1;1;14;0
4731;1;1;9;7
4732;0;1;8;17
4733;0;0;8;8
4734;0;0;12;14
4735;1;1;13;4
4736;1;0;12;16
4737;1;0;13;6
4738;1;0;8;9
4739;1;1;11;20
4740;0;0;7;15
4741;1;1;11;3
4742;0;0;7;13
4743;1;1;8;13
4744;0;1;13;13
4745;0;0;10;17
4746;1;1;9;14
4747;1;1;9;3
4748;0;0;11;15
4749;1;1;11;11
4750;0;0;7;1
4751;1;0;12;12
4752;0;1;12;3
4753;1;0;9;5
4754;0;0;12;5
4755;0;0;8;2
4756;0;0;12;2
4757;0;1;11;12
4758;0;0;12;5
4759;0;0;12;15
4760;0;1;9;4
4761;0;1;15;15
4762;1;0;13;8
4763;1;1;8;18
4764;0;0;15;13
4765;0;1;10;6
4766;0;0;14;3
4767;0;0;15;11
4768;1;1;7;13
4769;1;1;7;11
4770;1;0;12;6
4771;0;0;13;12
4772;0;0;15;2
4773;0;0;9;10
4774;0;0;12;11
4775;0;0;15;18
4776;0;0;8;14
4777;0;0;14;11
4778;1;1;12;1
4779;0;1;8;5
4780;0;0;11;9
4781;1;1;10;11
4782;0;1;13;18
4783;0;1;12;11
4784;0;0;10;15
4785;0;1;15;12
4786;0;0;12;10
4787;0;0;10;6
4788;1;1;8;10
4789;0;0;7;13
4790;1;1;11;2
4791;0;0;11;13
4792;1;0;8;15
4793;0;0;10;12
4794;0;0;14;6
4795;0;0;11;12
4796;0;0;8;8
4797;0;1;11;18
4798;1;0;7;10
4799;1;1;8;12
4800;0;0;8;15
4801;0;1;13;11
4802;0;0;14;9
4803;0;0;10;13
4804;0;0;9;7
4805;0;0;10;11
4806;1;1;10;3
4807;0;0;12;5
4808;0;0;14;18
4809;0;0;10;14
4810;0;0;14;1
4811;0;0;8;13
4812;0;1;9;16
4813;0;1;7;11
4814;0;0;15;15
4815;0;0;10;12
4816;1;0;10;18
4817;0;1;15;16
4818;0;0;12;19
4819;0;1;13;3
4820;0;0;15;12
4821;1;1;12;9
4822;0;1;8;18
4823;0;0;12;7
4824;0;0;10;5
4825;0;0;12;13
4826;1;1;10;19
4827;0;1;7;9
4828;0;0;8;6
4829;0;1;14;20
4830;1;1;14;0
4831;1;1;9;7
4832;0;1;8;17
4833;0;0;8;8
4834;0;0;12;14
4835;1;1;13;4
4836;1;0;12;16
4837;1;0;13;6
4838;1;0;8;9
4839;1;1;11;20
4840;0;0;7;15
4841;1;1;11;3
4842;0;0;7;13
4843;1;1;8;13
4844;0;1;13;13
4845;0;0;10;17
4846;1;1;9;14
4847;1;1;9;3
4848;0;0;11;15
4849;1;1;11;11
4850;0;0;7;1
4851;1;0;12;12
4852;0;1;12;3
4853;1;0;9;5
4854;0;0;12;5
4855;0;0;8;2
4856;0;0;12;2
4857;0;1;11;12
4858;0;0;12;5
4859;0;0;12;15
4860;0;1;9;4
4861;0;1;15;15
4862;1;0;13;8
4863;1;1;8;18
4864;0;0;15;13
4865;0;1;10;6
4866;0;0;14;3
4867;0;0;15;11
4868;1;1;7;13
4869;1;1;7;11
4870;1;0;12;6
4871;0;0;13;12
4872;0;0;15;2
4873;0;0;9;10
4874;0;0;12;11
4875;0;0;15;18
4876;0;0;8;14
4877;0;0;14;11
4878;1;1;12;1
4879;0;1;8;5
4880;0;0;11;9
4881;1;1;10;11
4882;0;1;13;18
4883;0;1;12;11
4884;0;0;10;15
4885;0;1;15;12
4886;0;0;12;10
4887;0;0;10;6
4888;1;1;8;10
4889;0;0;7;13
4890;1;1;11;2
4891;0;0;11;13
4892;1;0;8;15
4893;0;0;10;12
4894;0;0;14;6
4895;0;0;11;12
4896;0;0;8;8
4897;0;1;11;18
4898;1;0;7;10
4899;1;1;8;12
4900;0;0;8;15
4901;0;1;13;11
4902;0;0;14;9
4903;0;0;10;13
4904;0;0;9;7
4905;0;0;10;11
4906;1;1;10;3
4907;0;0;12;5
4908;0;0;14;18
4909;0;0;10;14
4910;0;0;14;1
4911;0;0;8;13
4912;0;1;9;16
4913;0;1;7;11
4914;0;0;15;15
4915;0;0;10;12
4916;1;0;10;18
4917;0;1;15;16
4918;0;0;12;19
4919;0;1;13;3
4920;0;0;15;12
4921;1;1;12;9
4922;0;1;8;18
4923;0;0;12;7
4924;0;0;10;5
4925;0;0;12;13
4926;1;1;10;19
4927;0;1;7;9
4928;0;0;8;6
4929;0;1;14;20
4930;1;1;14;0
4931;1;1;9;7
4932;0;1;8;17
4933;0;0;8;8
4934;0;0;12;14
4935;1;1;13;4
4936;1;0;12;16
4937;1;0;13;6
4938;1;0;8;9
4939;1;1;11;20
4940;0;0;7;15
4941;1;1;11;3
4942;0;0;7;13
4943;1;1;8;13
4944;0;1;13;13
4945;0;0;10;17
4946;1;1;9;14
4947;1;1;9;3
4948;0;0;11;15
4949;1;1;11;11
4950;0;0;7;1
4951;1;0;12;12
4952;0;1;12;3
4953;1;0;9;5
4954;0;0;12;5
4955;0;0;8;2
4956;0;0;12;2
4957;0;1;11;12
4958;0;0;12;5
4959;0;0;12;15
4960;0;1;9;4
4961;0;1;15;15
4962;1;0;13;8
4963;1;1;8;18
4964;0;0;15;13
4965;0;1;10;6
4966;0;0;14;3
4967;0;0;15;11
4968;1;1;7;13
4969;1;1;7;11
4970;1;0;12;6
4971;0;0;13;12
4972;0;0;15;2
4973;0;0;9;10
4974;0;0;12;11
4975;0;0;15;18
4976;0;0;8;14
4977;0;0;14;11
4978;1;1;12;1
4979;0;1;8;5
4980;0;0;11;9
4981;1;1;10;11
4982;0;1;13;18
4983;0;1;12;11
4984;0;0;10;15
4985;0;1;15;12
4986;0;0;12;10
4987;0;0;10;6
4988;1;1;8;10
4989;0;0;7;13
4990;1;1;11;2
4991;0;0;11;13
4992;1;0;8;15
4993;0;0;10;12
4994;0;0;14;6
4995;0;0;11;12
4996;0;0;8;8
4997;0;1;11;18
4998;1;0;7;10
4999;1;1;8;12
5000;0;0;8;15
5001;0;1;13;11
5002;0;0;14;9
5003;0;0;10;13
5004;0;0;9;7
5005;0;0;10;11
5006;1;1;10;3
5007;0;0;12;5
5008;0;0;14;18
5009;0;0;10;14
5010;0;0;14;1
5011;0;0;8;13
5012;0;1;9;16
5013;0;1;7;11
5014;0;0;15;15
5015;0;0;10;12
5016;1;0;10;18
5017;0;1;15;16
5018;0;0;12;19
5019;0;1;13;3
5020;0;0;15;12
5021;1;1;12;9
5022;0;1;8;18
5023;0;0;12;7
5024;0;0;10;5
5025;0;0;12;13
5026;1;1;10;19
5027;0;1;7;9
5028;0;0;8;6
5029;0;1;14;20
5030;1;1;14;0
5031;1;1;9;7
5032;0;1;8;17
5033;0;0;8;8
5034;0;0;12;14
5035;1;1;13;4
5036;1;0;12;16
5037;1;0;13;6
5038;1;0;8;9
5039;1;1;11;20
5040;0;0;7;15
5041;1;1;11;3
5042;0;0;7;13
5043;1;1;8;13
5044;0;1;13;13
5045;0;0;10;17
5046;1;1;9;14
5047;1;1;9;3
5048;0;0;11;15
5049;1;1;11;11
5050;0;0;7;1
5051;1;0;12;12
5052;0;1;12;3
5053;1;0;9;5
5054;0;0;12;5
5055;0;0;8;2
5056;0;0;12;2
5057;0;1;11;12
5058;0;0;12;5
5059;0;0;12;15
5060;0;1;9;4
5061;0;1;15;15
5062;1;0;13;8
5063;1;1;8;18
5064;0;0;15;13
5065;0;1;10;6
5066;0;0;14;3
5067;0;0;15;11
5068;1;1;7;13
5069;1;1;7;11
5070;1;0;12;6
5071;0;0;13;12
5072;0;0;15;2
5073;0;0;9;10
5074;0;0;12;11
5075;0;0;15;18
5076;0;0;8;14
5077;0;0;14;11
5078;1;1;12;1
5079;0;1;8;5
5080;0;0;11;9
5081;1;1;10;11
5082;0;1;13;18
5083;0;1;12;11
5084;0;0;10;15
5085;0;1;15;12
5086;0;0;12;10
5087;0;0;10;6
5088;1;1;8;10
5089;0;0;7;13
5090;1;1;11;2
5091;0;0;11;13
5092;1;0;8;15
5093;0;0;10;12
5094;0;0;14;6
5095;0;0;11;12
5096;0;0;8;8
5097;0;1;11;18
5098;1;0;7;10
5099;1;1;8;12
5100;0;0;8;15
5101;0;1;13;11
5102;0;0;14;9
5103;0;0;10;13
5104;0;0;9;7
5105;0;0;10;11
5106;1;1;10;3
5107;0;0;12;5
5108;0;0;14;18
5109;0;0;10;14
5110;0;0;14;1
5111;0;0;8;13
5112;0;1;9;16
5113;0;1;7;11
5114;0;0;15;15
5115;0;0;10;12
5116;1;0;10;18
5117;0;1;15;16
5118;0;0;12;19
5119;0;1;13;3
5120;0;0;15;12
5121;1;1;12;9
5122;0;1;8;18
5123;0;0;12;7
5124;0;0;10;5
5125;0;0;12;13
5126;1;1;10;19
5127;0;1;7;9
5128;0;0;8;6
5129;0;1;14;20
5130;1;1;14;0
5131;1;1;9;7
5132;0;1;8;17
5133;0;0;8;8
5134;0;0;12;14
5135;1;1;13;4
5136;1;0;12;16
5137;1;0;13;6
5138;1;0;8;9
5139;1;1;11;20
5140;0;0;7;15
5141;1;1;11;3
5142;0;0;7;13
5143;1;1;8;13
5144;0;1;13;13
5145;0;0;10;17
5146;1;1;9;14
5147;1;1;9;3
5148;0;0;11;15
5149;1;1;11;11
